Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-04-25 00:00:00-04:00,432.70001220703125,438.20001220703125,432.70001220703125,435.0,207,0.0,0.0
2005-05-02 00:00:00-04:00,429.5,429.79998779296875,426.70001220703125,426.1000061035156,17,0.0,0.0
2005-05-09 00:00:00-04:00,426.20001220703125,427.20001220703125,420.20001220703125,420.20001220703125,0,0.0,0.0
2005-05-16 00:00:00-04:00,418.8999938964844,421.5,416.5,417.3999938964844,4,0.0,0.0
2005-05-23 00:00:00-04:00,416.6000061035156,420.0,416.6000061035156,419.79998779296875,123994,0.0,0.0
2005-05-30 00:00:00-04:00,418.0,425.5,413.20001220703125,423.70001220703125,12710,0.0,0.0
2005-06-06 00:00:00-04:00,423.6000061035156,428.5,422.0,427.3999938964844,1127,0.0,0.0
2005-06-13 00:00:00-04:00,428.29998779296875,439.29998779296875,426.5,438.29998779296875,345,0.0,0.0
2005-06-20 00:00:00-04:00,440.0,442.5,437.5,440.5,252,0.0,0.0
2005-06-27 00:00:00-04:00,440.70001220703125,440.70001220703125,427.79998779296875,427.79998779296875,10,0.0,0.0
2005-07-04 00:00:00-04:00,422.8999938964844,423.79998779296875,422.8999938964844,422.8999938964844,141,0.0,0.0
2005-07-11 00:00:00-04:00,425.5,426.29998779296875,419.6000061035156,420.70001220703125,140,0.0,0.0
2005-07-18 00:00:00-04:00,420.3999938964844,425.3999938964844,419.70001220703125,424.70001220703125,0,0.0,0.0
2005-07-25 00:00:00-04:00,425.70001220703125,430.5,423.3999938964844,429.8999938964844,44293,0.0,0.0
2005-08-01 00:00:00-04:00,430.0,439.0,429.1000061035156,437.20001220703125,1434,0.0,0.0
2005-08-08 00:00:00-04:00,437.0,449.5,432.5,445.8999938964844,765,0.0,0.0
2005-08-15 00:00:00-04:00,441.3999938964844,443.29998779296875,438.0,437.20001220703125,690,0.0,0.0
2005-08-22 00:00:00-04:00,437.0,439.70001220703125,437.0,437.3999938964844,149,0.0,0.0
2005-08-29 00:00:00-04:00,438.5,444.20001220703125,431.20001220703125,444.20001220703125,55,0.0,0.0
2005-09-05 00:00:00-04:00,444.3999938964844,449.0,444.3999938964844,449.0,1022,0.0,0.0
2005-09-12 00:00:00-04:00,449.70001220703125,459.5,446.1000061035156,459.5,30,0.0,0.0
2005-09-19 00:00:00-04:00,466.70001220703125,468.8999938964844,466.20001220703125,463.5,14,0.0,0.0
2005-09-26 00:00:00-04:00,463.8999938964844,474.0,462.6000061035156,469.0,10731,0.0,0.0
2005-10-03 00:00:00-04:00,467.79998779296875,475.5,463.5,474.70001220703125,1268,0.0,0.0
2005-10-10 00:00:00-04:00,474.79998779296875,478.5,467.0,469.20001220703125,557,0.0,0.0
2005-10-17 00:00:00-04:00,473.0,475.0,460.5,467.0,95,0.0,0.0
2005-10-24 00:00:00-04:00,465.5,475.5,465.0,473.0,185,0.0,0.0
2005-10-31 00:00:00-05:00,471.1000061035156,471.1000061035156,455.29998779296875,456.29998779296875,12,0.0,0.0
2005-11-07 00:00:00-05:00,459.0,468.29998779296875,458.5,468.29998779296875,210,0.0,0.0
2005-11-14 00:00:00-05:00,468.29998779296875,486.0,468.1000061035156,485.6000061035156,126,0.0,0.0
2005-11-21 00:00:00-05:00,485.6000061035156,492.6000061035156,485.6000061035156,492.1000061035156,38,0.0,0.0
2005-11-28 00:00:00-05:00,502.20001220703125,507.0,490.5,503.29998779296875,161532,0.0,0.0
2005-12-05 00:00:00-05:00,504.5,531.0,503.5,527.0,2945,0.0,0.0
2005-12-12 00:00:00-05:00,526.5,538.5,495.20001220703125,503.3999938964844,2944,0.0,0.0
2005-12-19 00:00:00-05:00,509.5,509.5,490.1000061035156,503.0,1995,0.0,0.0
2005-12-26 00:00:00-05:00,508.70001220703125,517.2999877929688,506.0,517.0999755859375,81,0.0,0.0
2006-01-02 00:00:00-05:00,518.5999755859375,539.7000122070312,518.5999755859375,539.7000122070312,35,0.0,0.0
2006-01-09 00:00:00-05:00,539.7000122070312,548.7999877929688,539.7000122070312,556.0999755859375,12,0.0,0.0
2006-01-16 00:00:00-05:00,553.4000244140625,558.4000244140625,543.7000122070312,553.5,44,0.0,0.0
2006-01-23 00:00:00-05:00,555.0,562.2000122070312,555.0,558.7000122070312,79965,0.0,0.0
2006-01-30 00:00:00-05:00,559.2000122070312,575.2999877929688,557.5999755859375,567.4000244140625,47269,0.0,0.0
2006-02-06 00:00:00-05:00,568.4000244140625,574.0,545.5,550.2000122070312,3136,0.0,0.0
2006-02-13 00:00:00-05:00,548.5,552.5,535.5,551.7999877929688,1088,0.0,0.0
2006-02-20 00:00:00-05:00,550.5,560.0,547.5,558.7999877929688,527,0.0,0.0
2006-02-27 00:00:00-05:00,556.0999755859375,569.7999877929688,552.5,566.0,77,0.0,0.0
2006-03-06 00:00:00-05:00,554.7999877929688,554.7999877929688,539.9000244140625,539.9000244140625,36,0.0,0.0
2006-03-13 00:00:00-05:00,541.0,554.4000244140625,541.0,554.0999755859375,20,0.0,0.0
2006-03-20 00:00:00-05:00,555.2000122070312,560.0,550.0999755859375,560.0,1402,0.0,0.0
2006-03-27 00:00:00-05:00,567.0,589.5999755859375,566.5999755859375,581.7999877929688,93339,0.0,0.0
2006-04-03 00:00:00-04:00,582.0,598.2999877929688,582.0,588.4000244140625,4063,0.0,0.0
2006-04-10 00:00:00-04:00,589.0,604.0,589.0,596.5,1158,0.0,0.0
2006-04-17 00:00:00-04:00,605.0,642.0,605.0,632.2000122070312,2485,0.0,0.0
2006-04-24 00:00:00-04:00,634.0,651.7999877929688,620.0,651.7999877929688,415,0.0,0.0
2006-05-01 00:00:00-04:00,658.0,682.2000122070312,658.0,682.2000122070312,14,0.0,0.0
2006-05-08 00:00:00-04:00,679.0,723.0,679.0,710.2999877929688,56,0.0,0.0
2006-05-15 00:00:00-04:00,710.2999877929688,710.2999877929688,679.5999755859375,656.7000122070312,32,0.0,0.0
2006-05-22 00:00:00-04:00,656.5,673.0,637.0,650.9000244140625,80564,0.0,0.0
2006-05-29 00:00:00-04:00,650.7000122070312,664.5,620.0,635.5,59328,0.0,0.0
2006-06-05 00:00:00-04:00,635.5,645.0,606.9000244140625,608.2000122070312,2372,0.0,0.0
2006-06-12 00:00:00-04:00,606.0,610.0,555.0,578.0,608,0.0,0.0
2006-06-19 00:00:00-04:00,568.7999877929688,588.0,568.0,584.7999877929688,103,0.0,0.0
2006-06-26 00:00:00-04:00,583.0,614.5,580.0,613.5,281,0.0,0.0
2006-07-03 00:00:00-04:00,631.0,634.2999877929688,624.0,632.7999877929688,106,0.0,0.0
2006-07-10 00:00:00-04:00,632.7999877929688,666.5999755859375,632.7999877929688,666.5999755859375,30,0.0,0.0
2006-07-17 00:00:00-04:00,675.0999755859375,677.0,628.2999877929688,619.5999755859375,760,0.0,0.0
2006-07-24 00:00:00-04:00,619.5999755859375,636.5999755859375,612.7000122070312,634.7999877929688,95265,0.0,0.0
2006-07-31 00:00:00-04:00,634.5,656.0,627.0,644.0,5483,0.0,0.0
2006-08-07 00:00:00-04:00,651.2000122070312,654.5,626.0,633.5,970,0.0,0.0
2006-08-14 00:00:00-04:00,629.9000244140625,631.0,609.0,612.0999755859375,874,0.0,0.0
2006-08-21 00:00:00-04:00,613.5999755859375,628.0,613.5999755859375,622.0,364,0.0,0.0
2006-08-28 00:00:00-04:00,621.7000122070312,625.9000244140625,610.5,624.4000244140625,126,0.0,0.0
2006-09-04 00:00:00-04:00,624.4000244140625,638.5,609.5999755859375,609.5999755859375,355,0.0,0.0
2006-09-11 00:00:00-04:00,590.0,591.0,576.4000244140625,576.4000244140625,20,0.0,0.0
2006-09-18 00:00:00-04:00,586.2000122070312,589.4000244140625,576.7999877929688,589.4000244140625,2,0.0,0.0
2006-09-25 00:00:00-04:00,589.9000244140625,606.2000122070312,589.9000244140625,598.5999755859375,17189,0.0,0.0
2006-10-02 00:00:00-04:00,598.9000244140625,604.0,560.5,572.4000244140625,4899,0.0,0.0
2006-10-09 00:00:00-04:00,578.0,585.5,568.0,588.7999877929688,243,0.0,0.0
2006-10-16 00:00:00-04:00,593.5,598.5,588.5,593.0,349,0.0,0.0
2006-10-23 00:00:00-04:00,579.7000122070312,598.2000122070312,576.5,598.2000122070312,735,0.0,0.0
2006-10-30 00:00:00-05:00,608.5,626.9000244140625,604.0999755859375,626.9000244140625,25,0.0,0.0
2006-11-06 00:00:00-05:00,625.7999877929688,628.4000244140625,616.4000244140625,628.4000244140625,4,0.0,0.0
2006-11-13 00:00:00-05:00,629.0,629.0,617.5,621.5,12,0.0,0.0
2006-11-20 00:00:00-05:00,621.5,628.7000122070312,621.5,628.7000122070312,0,0.0,0.0
2006-11-27 00:00:00-05:00,637.2000122070312,649.7000122070312,634.5,644.7000122070312,114815,0.0,0.0
2006-12-04 00:00:00-05:00,647.0999755859375,648.0,625.0,626.0999755859375,1443,0.0,0.0
2006-12-11 00:00:00-05:00,623.0,632.5,613.0,615.0,931,0.0,0.0
2006-12-18 00:00:00-05:00,614.0,622.7000122070312,612.0,619.0999755859375,626,0.0,0.0
2006-12-25 00:00:00-05:00,625.0999755859375,635.2000122070312,623.0,635.2000122070312,95,0.0,0.0
2007-01-01 00:00:00-05:00,635.2000122070312,640.4000244140625,617.2999877929688,604.9000244140625,590,0.0,0.0
2007-01-08 00:00:00-05:00,607.5,616.2000122070312,607.0,625.5,1005,0.0,0.0
2007-01-15 00:00:00-05:00,623.5999755859375,633.5,623.5999755859375,635.5,8,0.0,0.0
2007-01-22 00:00:00-05:00,633.2999877929688,647.7999877929688,633.2999877929688,644.5,7,0.0,0.0
2007-01-29 00:00:00-05:00,643.0999755859375,661.5,640.7999877929688,646.2000122070312,101562,0.0,0.0
2007-02-05 00:00:00-05:00,649.0,669.5,647.0,667.5,1111,0.0,0.0
2007-02-12 00:00:00-05:00,664.2999877929688,672.0,661.0,668.7999877929688,459,0.0,0.0
2007-02-19 00:00:00-05:00,671.0,685.2999877929688,657.5,683.0999755859375,574,0.0,0.0
